cell_type,T373,T342,T434,T32,T6,T314,T487,T71,T513,T286,T574,T595,T502,T229,T61,T69,T124,T186,T209,T34,T391,T659,T72,T399,T605,T10,T114,T201,T172,T509,T431,T496,T577,T18,T319,T265,T166,T78,T103,T178,T231,T334,T705,T198,T498,T283,T96,T661,T729,T123,T438,T375,T132,T318,T185,T273,T67,T160,T384,T585,T237,T54,T637,T515,T62,T84,T47
Macrophage M1_CIBERSORT-ABS,0,0.0182395043294376,0,0.0235631988755129,0,0.0186301515095848,0.0489412397590177,0.0253692677227854,0.0394908576248208,0.102467193596791,0,0.00773741812770336,0.0885866021917226,0,0.0171291106083704,0.0337741783517517,0.00850878239518929,0,0.035941793729912,0.0326189117400761,0.0251540221446709,0.0323031051546392,0.0129271135461448,0.00419910898772235,0.0995336546505222,0.0600316200191329,0.0128413945264518,0,0,0.00616202602960518,0.00140279680408556,0.0588787888131722,0.0339293458853959,0,0.00958398110829122,0,0,0.0108858355931036,0.0042872512637553,0.00819967717985949,0.00856200199186569,0.00517229552085648,0.0742448118080889,0,0.0600299436902146,0.00465724867270173,0.00746063326144478,0.00760540865330659,0.0200034572019543,0.00428612027239348,0.0136171723987549,0.0252450425350167,0.0243750789415107,0.000912408213335278,5.76433766609901e-05,0,0.0485520314754442,0.0295563685431101,0.0109987026949474,0.00424761175946843,0,0.0246626894847048,0.0513161055468322,0.0120365914974093,0.0127123035040361,0,0.0651248545961504
Macrophage M2_CIBERSORT-ABS,0.024161332283484,0.0700712195890513,0.00807836907552618,0.0392233736776957,0.0721598350124298,0.0876414257326881,0.334554396921681,0.0965006632648841,0.0962924533525872,0.0575637959480012,0.0467898374649627,0.0550415013879968,0.102711304061051,0,0.0513420761284014,0.0570324718059514,0.0972488830638279,0,0.107108358269013,0.0559491292117932,0.0675260497792148,0.0342217349528956,0.0674805858757106,0.0784619291057982,0.0604083958982142,0.0626058189128761,0.0664382661837167,0.0295273094461434,0.0107370985949263,0.0865734955870492,0.0388157611672693,0.329435772617246,0.0450410337546092,0.287127804815816,0.0105552814771055,0.0716315628042571,0.11205673342721,0.0664699207159584,0.0623137127840155,0.0173115687121536,0.128606954697015,0.0596752283970947,0.0608023418676628,0.0463191012076867,0.117897862148021,0.0671402127895138,0.0239736246104832,0.0634470099065214,0.064698958479933,0.0721786307037048,0.176451899744075,0.0859706527405408,0.0315346652514051,0.0377853206097267,0.0524035337458099,0.0660388599467605,0.0659716140414459,0,0.166080522433211,0.0856390911391541,0.0764497910941142,0.0901472334534714,0.0602045894667491,0.0224293446821089,0.0422589063197314,0.0251602752918591,0.0641951733340377
Myeloid dendritic cell resting_CIBERSORT-ABS,0.00968017998558694,0.0104211810269251,0,0.0438985844817281,0.00947506176845245,0.0128378067533742,0,0,0.0021839259591862,0.0300691714143509,0.00265900694903305,0.0160881639768548,0.00733856158122201,0,0.00784740537530514,0.0154756810159497,0.0264829292906929,0,0.0314120415543632,0.00601112722059587,0.0157023766565605,0.00294560153672384,0.0343321733450006,0.00451563003572046,0.0331822884729696,0.0324395277108535,0.0206044613494247,0,0,0,0.0152052923722128,0,0.0135237534829442,0,0.021209028165361,0.0215291835650699,0,0.00336833978922833,0.0316391099175727,0.0126525132868144,0.00214517845223759,0.0173811481775319,0.0250303041709882,0,0.0542508385224007,0.015610161417473,0,0.0175891612109229,0.0130112319222933,0.0142613817212384,0,0.0175291729477968,0.0226903676351342,0.00148574161317844,0,0,0.0365755866748152,0,0.0712026279770625,0.00156534519036368,0,0.0485371561147362,0.0931901565636778,0.0220358319440167,0.00141040935913561,0.00105730772205366,0.073757069620051
Myeloid dendritic cell activated_CIBERSORT-ABS,0,0,0.000961251181893713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258509147881901,0,0,0,0,0,0,0,0,0,0,0
Mast cell activated_CIBERSORT-ABS,0.0337271127910445,0.0679316389048377,0.0969026279964282,0.0280184819717952,0.0885857861046399,0.026497064000785,0.0300461701974188,0.0449720441066525,0.0537811466704374,0.000915392531111948,0.148422647910737,0,0.0426740616404653,0.141615890682363,0.197961528736906,0.0298454451003325,0.0628197070781194,0.0619347800505629,0.0478975425140082,0.0513812571857086,0.050100416501607,0.0289836249518568,0.0486191207382762,0.0670317441491582,0.0422699203948089,0.0203236870289273,0.0981601777427831,0.046251153948192,0.0789494878440099,0.0551272477062707,0.0275379565761262,0.00290967589242089,0.0757540897850051,0.0271106500635387,0.131256226060181,0.0920241906058988,0.038557984046806,0.032648979034084,0.0979916539236681,0.0748661207332667,0.0659958511424323,0.0811795832918137,0.0880885515923404,0,0.0253622779820875,0.0760170284968985,0.0373270446510957,0.10745827410513,0.0596004118396224,0.0162896905705882,0,0.0466503693502059,0.0207825449812836,0.0954137365023687,0.0251370588424136,0.0250387033882698,0.029944724358012,0.0199542278395808,0.18710548781276,0.0393547753091928,0.132056213607864,0.0415587546332972,0.0471934731046788,0.0622935145320038,0.069687381030491,0.0338360776962577,0.0468970509937164
Mast cell resting_CIBERSORT-ABS,0,0,0,0,0,0,0,0,0,0,0,0.0360145452534009,0,0,0,0,0,0,0,0,0.0204146524714988,0,0,0.0176285571440106,0,0,0,0,0,0.020566406438648,3.4812627159155e-05,0,0,0.0132129738523589,0,0,0,0,0,0,0,0,0.00266579865449485,0.0120254428202183,0,0,0.017565798967928,0,0,0.00658764677023506,0.0584552854048871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116003149647816,0
Eosinophil_CIBERSORT-ABS,0.011163062198394,0,0.0195790847728334,0,0,0.00709265512227317,0.00254481967705484,0,0.00124926183368836,0,0,0.0602613741930078,0,0,0,0.000731967402717237,0.00303565860587981,0.0131090767946623,0,0,0,0.0109451902899815,0,0.00493703449909699,0.0214462989203911,0,0,0.00982079839598846,0.00217496502528372,0,0,0,0,0,0,0.0123537658313281,0.0358926097614243,0.00642157967919117,0,0.0026434382034662,0,0,0,0.0591245973788986,0,0,0.0148266243886084,0,0,0,0,0,0,0,0,0.0241321686127532,0,0.0604850611123347,0,0.0196797522473446,0,0,0,0,0.00869704594167085,0.0100039368942338,0
Neutrophil_CIBERSORT-ABS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B cell_QUANTISEQ,0,0.0444008099168998,0.00692621208577401,0.030377893417036,0.0723936472609385,0.0317789071444311,0.0288608364895056,0.044037213625157,0,0.021465487431065,0.00222043653680038,0.0473014725111725,0.044305827075579,0.0312454096325693,0.022116942532718,0.0298188579432346,0.0275192851996922,0.0974072985624168,0.0250092767478769,0,0.0250277644685481,0.0163186430419325,0.0208446098462511,0.0187466666767019,0,0.0277094842153616,0.0128276470169471,0,0.0204707180604972,0.00952474384453088,0,0.0477037364505335,0.0325206655954191,0.0235506700038944,0,0.0558367554449873,0.0599948292447274,0,0.0736948127258235,0.0409580357690425,0.00145310671415727,0.0077720200166829,0.0315921532961718,0.111690514017346,0.038077778877632,0.0604441980190424,0,0.0177870278886636,0,0.0618042539125424,0,0.0247283060802458,0.0134725601119821,0.0345511348865655,0.0334984370058613,0,0.0160685902458831,0.00557303506059544,0.0209999784920911,0.0289985971792809,0.0404471565299011,0.0368022505641348,0,0,0.0174251403678454,0,0.0453394124821821
Macrophage M1_QUANTISEQ,0,0,0,0,0,0,0.0132779431613048,0,0,0.0126641384618976,0,0,0.0163675602705896,0,0.00890710962741741,0.00259978108437026,0,0,0.000215134988962594,0,0.00445858352852166,0,7.30611255117069e-05,0.0111882827896362,0.00694247374239315,0,0,0,0,0.0166109615989311,0.00653273927774325,0.0435205863236744,0,0.0204972714206561,0,0,0,0,0.00526219903770812,0,0,0,0.0067375940740726,0.00194596524154629,0.0154498307431233,0,0.00230213425616887,0.00141702113277163,0,0,0.0217911374907016,0.00402157150761225,0,0.00211924358087312,0.000136993091330044,0,0,0.00450183989798582,0.00480817958362051,0.00271346650010531,0,0.0124171750016555,0,0,0,0.000868950662351529,0.0286117609960347
Macrophage M2_QUANTISEQ,0.0248077792972957,0.029342915267601,0.0236987931350698,0.0420906643474165,0.0419735212903596,0.047199519515808,0.066868198314985,0.0458464594141896,0.0931908955226705,0.0403475049383102,0.0448596244656424,0.0512297621884654,0.026045519204042,0.0371519009142491,0.0631228767208248,0.0480087589808154,0.0309612018694492,0.0174012879355843,0.0619374756383623,0.0800562233083934,0.0362886691592415,0.0403270719928125,0.023614249110065,0.0539254785584818,0.0352398185586724,0.0293827720815902,0.0210570946025057,0.0553189090798509,0.00983643524989363,0.0196992067907029,0.0183016353516224,0.0829348796084495,0.0722456692931524,0.0457403890290934,0.041743507145801,0.0212806257675713,0.032844674410414,0.0361732683733787,0.0258948546091057,0.0676956340785934,0.0895222028163654,0.0350771712998198,0.0491363687936444,0.0405582244213796,0.026148768088396,0.0730043303566531,0.0610121222689939,0.0317554686297672,0.0471627065346538,0.0477256670585695,0.035632969750683,0.0384637266895811,0.042346876363146,0.0424285432777891,0.0387320820786219,0.0457135715426822,0.0783699823700615,0.0306486996234584,0.0410983736668874,0.0441711773899999,0.0454127582525532,0.0447597778863377,0.0395482796458206,0.0290911550726564,0.0475454520603201,0.0414932604208795,0.0305596232546667
Monocyte_QUANTISEQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neutrophil_QUANTISEQ,0.223383202237864,0.218391331488229,0.124205270947493,0.114002992918839,0.222139184214905,0.134065809480216,0.0893222679728383,0.0974865005378595,0.00555491216695803,0.0388704574766766,0.0547694168903738,0.0800789253851737,0.0507054191141177,0.0617513691123594,0.135591725926411,0.0285191326378983,0.103735369751255,0.0404507261879,0.0942257110027599,0.0210439291131476,0.0293770670685405,0.0224145628004384,0.18628722413084,0.0474665485786216,0.045556475405482,0.236635631124379,0.221212788430246,0.0366981049309665,0.294703471351023,0.108024181923352,0.058633115384959,0.0503114459963426,0.116302329492678,0.0842526937735305,0.139811116011289,0.202861421680618,0.0271370769258537,0.00261588502590725,0.0378310334702995,0.0608920265548208,0.169452905646604,0.143420123666147,0.0927090167545009,0.0666977109649149,0.0711729007334906,0.049073620866722,0.114717555957394,0.0641197417766751,0.00983763805937003,0.139482019771433,0.0457606439965101,0.07348033217416,0.081811951545587,0.0896539998413326,0.161071269121077,0.0299807685689022,0.0735583798790235,0.0410751745567502,0.144030620634995,0.0557001594012415,0.1047008958654,0.0663378851947405,0.0771670607167525,0.115495182940305,0.0866866325494656,0.0590577452109801,0.0295154144211732
NK cell_QUANTISEQ,0,0.0130164006203597,0.00155989967820022,0,0.0137914721795753,0.0051686470150118,0.0141135612338415,0.0051151784049543,0,0.013892028366779,0,0,0.0126361504314475,0.0331941096529556,0.0111456172990351,0.0235001784796149,0.0116242486055871,0.00945983861768632,0.0253959223381022,0,0.00688700838899718,0.00344264630698699,0.0095267837004764,0.00424451393219464,0,0.0156274059206301,0.000957047525592968,0,0.0494298420547845,0.010910510689604,0,0.028256545461945,0.0185517352817312,0.0289817352297306,0,0.00156653430841452,0,0,0.00866960628025333,0.13272873635483,0.113303611923311,0,0.0145788364816232,0.0190108579917499,0.0204421760547132,0.0231354101830683,0,0.0235318725591645,0,0.0152096538362946,0.0154379774651332,0.0247311056074301,0.0139885821554909,0.0259467925798398,0.0635807174369621,0.00214039772817256,0.0160533204821049,0.000723096886108829,0.0090130752729017,0.0216486769267473,0.0181345469330684,0.0280272752793725,0,0,0.0120429150564506,0,0.0229284103117899
T cell CD4+ (non-regulatory)_QUANTISEQ,0.613851776494868,0.111601817240605,0.129652680722273,0.240586405879761,0,0.260143078819375,0.12105636930435,0.145523270079255,0.603136963111652,0.226859580082643,0.275788452245114,0.302487179698582,0.144475726080173,0,0.106919519824283,0,0,0.251231636292209,0,0.343788592512393,0.1785209136768,0.153260101886349,0,0.18398283101218,0.542515300386946,0.0734706081498061,0.234504314686645,0.268362534255289,0.124221356868136,0.114602448332455,0.402893890702808,0.00508012094200699,0,0.143068435518767,0.511742939245746,0.093179956513356,0.255973836602978,0.726738674749558,0.0462742707526896,0,0.105068732151753,0.246787276188697,0,0,0.00828005204957169,0,0.398031190495686,0,0.477438061571768,0,0.252157865822724,0,0.13282528699982,0,0.0336472519833958,0.217159284163256,0.109482129325357,0.310873221719977,0.11578325588318,0.052632977931905,0,0,0.463415329037382,0.21991176157723,0.0842256264028713,0.606262139633841,0
T cell CD8+_QUANTISEQ,0,0,0,0,0,0,0.00504807601120562,0,0,0,0,0,0.00836905214484135,0.00103341525726356,0,0.00547628856225942,0,0,0.00159795493327945,0,0,0,0,0,0,0,0,0,0,0,0,0.0193332585118826,0,0.00408233837716064,0,0,0,0,0,0,0,0,0.00499176635973838,0,0.00996128205752054,0,0,0.0031289697586758,0,0,0,0.00238370474946689,0,0,0,0,0,0,0,0.00380167062109535,0,0.0166976021747768,0,0,0,0,0.00702880343136568
T cell regulatory (Tregs)_QUANTISEQ,0.00862760853238616,0.00361025088772308,0.0110498562867597,0.00828117758820343,0.00105550072615892,0.0064664564907949,0.0149378580253047,0.0109918707288276,0.0221060521490404,0.0256629166202537,0.0104706928915359,0.00860345771808308,0.0171364536385927,0.0123321337876103,0.0141198576558194,0.0287670816372438,0.00775551236064969,0,0.0184389846106017,0.0151824190793246,0.00970416139232567,0.0167451211608027,0.0127339855981711,0.00938451602863656,0.0194255993072223,0.00589573256739838,0.00589676756784356,0.0195200384252503,0,0.00773891863042331,0.0167296884361097,0.0484995893073801,0.0192566095861512,0.0123559648738946,0.0129860228990571,0.00153957907563864,0.00289271051568083,0.0207424190337813,0.0037791330588822,0,0,0.00621245531357082,0.0207862241224299,0.00174313309244689,0.00869529497813456,0.00936056577751051,0.0211726491593971,0.0151097288722043,0.0189460924911958,0.00891548240351526,0.0187540128260531,0.015596551945689,0.00661503889637358,0.0166226918184046,0,0.0110688380632109,0.0123936103922945,0.0121612011903828,0.00966319645898944,0.0138967947077723,0.00709741749191716,0.0191380729343947,0.0171645378440773,0.00715231809918683,0.012267820930017,0.0163157242178723,0.0378336769435641
Myeloid dendritic cell_QUANTISEQ,0,0,0.00117996784547218,0,0,0,0.00728575408257142,0,0,0.0170211732684377,0,0,0.00970791439105353,0.0120125815648333,0,0.015215152562733,0,0.0187209533086947,0,0,0.00821084154993642,0.00486349080788083,0,0.00143933605544843,0.00698766354288062,0,0,0,0,0,0.00410067437683175,0.0296693464962053,0,0.00793762433113139,0,0,0.00109985679842143,0,0.017321889378935,0,0,0,0.000419511684288721,0.00910658899174662,0.00332966026512704,0,0,0.011180904056352,0.00294308720871952,0,0.00978340623256883,0.00521402329488138,0,0.00302144085045992,0,0.00476810565236153,0,0.00758491498022333,0,0.00289221436329544,0,0.0141373950747304,0,0,0,0,0.0266578272005304
uncharacterized cell_QUANTISEQ,0.129329633437586,0.579636474578582,0.701727319298959,0.564660865848745,0.648646674328062,0.515177581534362,0.639229135404093,0.650999507209757,0.27601117704968,0.603216713353937,0.611891376970534,0.510299202498523,0.670250377649564,0.81127908007816,0.638076350413491,0.81809476811183,0.818404382213366,0.565328259095509,0.773179539740055,0.539928835986741,0.701524990767089,0.742628362002797,0.746920086488685,0.669621826368098,0.343332669056404,0.611278365940835,0.50354434017022,0.620100413308643,0.501338176415667,0.712889028190002,0.492808256469926,0.64469049090158,0.741122990750868,0.629532877442141,0.293716414698107,0.623735127209414,0.620057015501925,0.213729752817374,0.781272200686303,0.697725567242714,0.521199440747809,0.560730953515083,0.77904852843353,0.74924700527887,0.798442256152291,0.784981874797004,0.40276434786236,0.831969265325726,0.443672414134293,0.726862923017645,0.600681986415626,0.811380677950934,0.708939703927601,0.785656153164735,0.669333249282752,0.689169034281414,0.694073987305276,0.586858816084518,0.654603320007335,0.773544264978557,0.78420722492716,0.761682565889857,0.402704792755968,0.628349582310622,0.73980641263303,0.276002179854075,0.771525070958693
